StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q3,Q36,Q4,Q4_5_TEXT,Q5,Q6,Q7,Q8,Q9,Q9_3_TEXT,Q10,Q10_5_TEXT,Q11,Q12,Q13,Q14,Q15,Q15_5_TEXT,Q16,Q32_1,Q32_2,Q32_3,Q32_4,Q32_5,Q32_6,Q32_7,Q32_8,Q32_9,Q32_10,Q32_10_TEXT,Q33,Q17,Q18_1,Q18_2,Q18_3,Q18_4,Q18_6,Q18_5,Q18_5_TEXT,Q20,Q21,Q22,Q23,Q24,Q25,Q26
2021-09-30 00:25:54,2021-09-30 00:30:46,IP Address,173.215.87.162,100,292,True,2021-09-30 00:30:46,R_2a9NUnY3ixh1198,,,,,41.311798095703125,-95.3834991455078125,anonymous,EN,Yes,More than 10 years,Oakland,,,,Not interested in a different home,"Less than $100,000",No,Own,,Single family home,,"$900-$1,199",Excellent,Yes,Yes,Do not qualify for a home mortgage,,"Duplex,Townhome,Condo",Important,Important,Slightly important,Not at all important,Slightly important,Not at all important,Important,Very important,Extremely important,,,"Good space for dogs.  Garage size.  ",No,4,5,2,3,1,6,,,Female,26 - 40,1,2,White or Caucasian,"$60,000-$79,999"
2021-09-30 10:49:24,2021-09-30 10:55:58,IP Address,207.199.214.57,100,393,True,2021-09-30 10:55:58,R_23fOlvYq2EBBRVX,,,,,41.237701416015625,-95.42569732666015625,anonymous,EN,Yes,More than 10 years,Carson,,,,Not interested in a different home,"$100,000-$175,000",Retired,Own,,Other,,$300-$499,Fair,No,No,Do not qualify for a home mortgage,,Independent Living Complex,Important,Important,Extremely important,Slightly important,Extremely important,Not at all important,Extremely important,Extremely important,Extremely important,,,"Restaurants, grocery stores ",No,3,2,1,4,5,6,,,Male,71+,2,0,Don’t wish to answer,"$20,000-$39,999"
2021-09-28 07:08:44,2021-10-01 09:13:09,IP Address,38.121.112.211,100,266664,True,2021-10-01 09:13:09,R_2CIETHufIQErYOA,,,,,41.261505126953125,-95.8303985595703125,anonymous,EN,Yes,More than 10 years,Oakland,,,,Not interested in a different home,"$250,000-$325,000",Yes,Own,,Single family home,,"$1,500-1,999",Good,Yes,Yes,Not enough quality housing,,"Duplex,Townhome,Condo,Apartment,Single family home,Independent Living Complex,Assisted Living Complex",Very important,Very important,Slightly important,Important,Not at all important,Important,Important,Not at all important,Important,,,"parks, things to do (activities available within the community) for kids and adults, grocery store",Yes,1,5,4,2,6,3,"Retirement living ","Incentives to develop lots for housing or apartments.  Assistance from the towns to run sewer, water, streets, and sidewalks in these new areas, as well as in existing residential areas (sidewalks).",Female,41-55,2,4,I identify with 2 or more groups,"$100,000-$149,999"
2021-09-24 11:15:22,2021-09-24 11:17:35,IP Address,207.165.87.94,62,133,False,2021-10-01 11:17:37,R_2e9CTCbgVIkbZZj,,,,,,,anonymous,EN,Yes,More than 10 years,Unincorporated East Pottawattamie County,,,,Not interested in a different home,"$100,000-$175,000",No,Own,,Single family home,,$700-$899,Excellent,No,No,Other,"It's not East Pottawattamie County's fault, but the fault of potential homeowners not being fiscally responsible enough to purchase a home",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-03 11:06:19,2021-10-03 11:13:32,IP Address,173.30.225.36,100,432,True,2021-10-03 11:13:32,R_OORykDOpi2yISBz,,,,,43.425506591796875,-95.1121978759765625,anonymous,EN,Yes,More than 10 years,Oakland,,,,Not interested in a different home,"Less than $100,000",Retired,Own,,Single family home,,$300-$499,Poor,Yes,Yes,Employment opportunities,,Single family home,Important,Important,Important,Important,Not at all important,Important,Important,Not at all important,Not at all important,,,"Restaurants ",No,5,2,3,4,1,6,,Price and people who can build,Male,71+,1,0,Don’t wish to answer,"$20,000-$39,999"
2021-09-27 10:40:10,2021-09-27 10:41:44,IP Address,38.121.120.2,52,94,False,2021-10-04 10:41:45,R_27WldQDMI0Whrpt,,,,,,,anonymous,EN,Yes,More than 10 years,Oakland,,,,Would be interested in an existing single-family home,"$100,000-$175,000",No,Rent,,Single family home,,"$900-$1,199",Fair,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-27 10:41:38,2021-09-27 10:42:30,IP Address,172.58.61.119,41,52,False,2021-10-04 10:42:31,R_6xlxgcjQKlElWZb,,,,,,,anonymous,EN,Yes,Less than 1 year,Carson,,,,Not interested in a different home,"Less than $100,000",No,Rent,,Single family home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-27 10:50:11,2021-09-27 10:50:35,IP Address,174.198.71.206,28,24,False,2021-10-04 10:50:35,R_6zHgJfRgEiBreRH,,,,,,,anonymous,EN,Yes,6-10 years,Carson,,,,Not interested in a different home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-27 10:55:22,2021-09-27 10:56:38,IP Address,67.55.169.214,41,76,False,2021-10-04 10:56:39,R_2zC51WcDIBmlWBf,,,,,,,anonymous,EN,Yes,6-10 years,Macedonia,,,,"Would be interested in a new construction single-family home,Would be interested in an existing single-family home","Less than $100,000",No,Other,,Single family home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-27 11:51:36,2021-09-27 11:53:09,IP Address,184.183.226.214,52,93,False,2021-10-04 11:53:10,R_SNpknXVkuGwmrip,,,,,,,anonymous,EN,Yes,6-10 years,Oakland,,,,Would be interested in up-sizing,"$100,000-$175,000",No,Own,,Single family home,,$300-$499,Good,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-27 11:59:15,2021-09-27 12:00:39,IP Address,173.215.87.36,55,83,False,2021-10-04 12:00:39,R_vif2fCzEiMK4Drb,,,,,,,anonymous,EN,Yes,More than 10 years,Carson,,,,Not interested in a different home,"Less than $100,000",Yes,Other,,Single family home,,Less than $300,Good,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-27 12:08:29,2021-09-27 12:10:01,IP Address,167.142.255.50,28,92,False,2021-10-04 12:10:08,R_1IH6qhwqWbuwH7D,,,,,,,anonymous,EN,Yes,More than 10 years,Hancock,,,,Not interested in a different home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-27 12:48:04,2021-09-27 12:48:29,IP Address,207.199.214.52,21,24,False,2021-10-04 12:48:30,R_2VswDHsbxxkTstW,,,,,,,anonymous,EN,No,,,My spouse works in another community,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-27 14:15:47,2021-09-27 14:17:55,IP Address,38.121.112.24,62,128,False,2021-10-04 14:17:57,R_3nJilspfIC4nJc5,,,,,,,anonymous,EN,Yes,More than 10 years,Oakland,,,,Not interested in a different home,"$175,000-$250,000",No,Own,,Single family home,,"$1,200-$1,499",Excellent,Yes,Yes,Not enough quality housing,,Single family home,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-27 16:54:50,2021-09-27 16:57:12,IP Address,207.199.214.78,52,141,False,2021-10-04 16:57:13,R_1LFLMx836AXCfUc,,,,,,,anonymous,EN,Yes,6-10 years,Carson,,,,Not interested in a different home,"Less than $100,000",No,Other,"Live with family ",Single family home,,Less than $300,Excellent,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-27 17:07:18,2021-09-27 17:08:37,IP Address,38.121.112.24,55,79,False,2021-10-04 17:08:38,R_1Uj0KDyy6UIeMEN,,,,,,,anonymous,EN,Yes,More than 10 years,Carson,,,,Would be interested in renting,"Less than $100,000",No,Rent,,Single family home,,$300-$499,Excellent,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-27 18:48:08,2021-09-27 18:48:17,IP Address,152.117.104.191,10,9,False,2021-10-04 18:48:18,R_2E9QWFAzLa5Zk0w,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-27 19:28:12,2021-09-27 19:31:14,IP Address,67.55.169.128,62,182,False,2021-10-04 19:31:15,R_3m9Vvpr7ameYv97,,,,,,,anonymous,EN,Yes,More than 10 years,Macedonia,,,,Not interested in a different home,,Yes,Own,,Single family home,,,Fair,Yes,Yes,Not enough affordable housing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-27 19:32:42,2021-09-27 19:38:09,IP Address,166.181.81.4,48,327,False,2021-10-04 19:38:10,R_3pu3fX8MoH0QS3B,,,,,,,anonymous,EN,Yes,6-10 years,Macedonia,,,,Would be interested in a new construction single-family home,"$100,000-$175,000",No,Own,,Single family home,,"$900-$1,199",Fair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-27 20:08:05,2021-09-27 20:08:54,IP Address,98.182.255.208,28,48,False,2021-10-04 20:08:54,R_1goIblXch1BQYwT,,,,,,,anonymous,EN,Yes,More than 10 years,Carson,,,,Not interested in a different home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-27 20:59:50,2021-09-27 21:00:14,IP Address,69.80.122.132,17,24,False,2021-10-04 21:00:19,R_3lKSTIM4cdIzqyb,,,,,,,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-27 22:16:05,2021-09-27 22:18:15,IP Address,207.199.214.205,72,130,False,2021-10-04 22:18:17,R_2UXaLgCNSUHNEfb,,,,,,,anonymous,EN,Yes,,Carson,,,,"Would be interested in a new construction single-family home,Would be interested in an existing single-family home","$100,000-$175,000",No,Other,,Single family home,,"$900-$1,199",Fair,Yes,Yes,Not enough quality housing,,Single family home,Extremely important,Extremely important,Important,Very important,Not at all important,Not at all important,Extremely important,Important,Extremely important,,,,No,,,,,,,,,,,,,,
2021-09-28 06:12:04,2021-09-28 06:12:26,IP Address,67.55.169.33,28,22,False,2021-10-05 06:12:26,R_2fCChK20tr5fvnq,,,,,,,anonymous,EN,Yes,6-10 years,Carson,,,,Not interested in a different home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-28 15:01:46,2021-09-28 15:05:17,IP Address,166.182.83.219,76,211,False,2021-10-05 15:05:20,R_djakTGDoiZZcyHL,,,,,,,anonymous,EN,Yes,,Carson,,,,Would be interested in renting,"Less than $100,000",No,Other,,Single family home,,$700-$899,Excellent,No,Yes,Do not qualify for a home mortgage,,Single family home,Extremely important,Important,Slightly important,Extremely important,Slightly important,Important,Very important,Not at all important,Important,Not at all important,,,No,1,2,4,3,5,6,,,,,,,,
2021-09-29 07:15:56,2021-09-29 07:16:15,IP Address,97.119.145.24,17,19,False,2021-10-06 07:16:16,R_2TH7xSXzJ1b6J7N,,,,,,,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-29 07:16:38,2021-09-29 07:18:18,IP Address,67.55.190.180,62,99,False,2021-10-06 07:18:19,R_3MstbZT89hNGIBw,,,,,,,anonymous,EN,Yes,More than 10 years,Carson,,,,Not interested in a different home,"Less than $100,000",Yes,Own,,Single family home,,"$1,200-$1,499",Poor,Yes,Yes,Not enough affordable housing,,Single family home,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-29 07:16:46,2021-09-29 07:20:33,IP Address,174.242.225.42,72,226,False,2021-10-06 07:20:33,R_3G0Pb4gHV0HSEUO,,,,,,,anonymous,EN,Yes,More than 10 years,Oakland,,,,"Would be interested in a new construction single-family home,Would be interested in an existing single-family home","$250,000-$325,000",Yes,Own,,Single family home,,$300-$499,Excellent,Yes,Yes,Employment opportunities,,Single family home,Slightly important,Slightly important,Important,Important,Very important,Very important,Important,Not at all important,Important,,,"Restaurants, pharmacy, grocery store, gas station",No,,,,,,,,,,,,,,
2021-09-29 07:32:36,2021-09-29 07:36:05,IP Address,38.121.120.2,72,208,False,2021-10-06 07:36:06,R_bmzTpCYhFQbbxOV,,,,,,,anonymous,EN,Yes,1-5 years,Oakland,,,,"Would be interested in up-sizing,Would be interested in an existing single-family home","$100,000-$175,000",No,Own,,Single family home,,"$900-$1,199",Fair,Yes,No,Not enough of the right home styles,,Single family home,Slightly important,Important,Very important,Very important,Very important,Slightly important,Slightly important,Not at all important,Important,Slightly important,,,No,,,,,,,,,,,,,,
2021-09-29 08:26:57,2021-09-29 08:31:22,IP Address,38.121.112.24,72,265,False,2021-10-06 08:31:23,R_1lftAhmmPWxXDqf,,,,,,,anonymous,EN,Yes,More than 10 years,Oakland,,,,Would be interested in an existing single-family home,"Less than $100,000",Yes,Own,,Single family home,,"$900-$1,199",Good,Yes,Yes,Not enough affordable housing,,"Townhome,Single family home",Important,Important,Important,,Slightly important,,Important,,Important,,,,,,,,,,,,,,,,,,
2021-10-06 10:41:34,2021-10-06 10:56:44,IP Address,165.225.62.96,100,909,True,2021-10-06 10:56:44,R_2TZu4sZns6JhhM5,,,,,41.9459991455078125,-87.70330047607421875,anonymous,EN,Yes,1-5 years,Carson,,,,Not interested in a different home,"Over $400,000",Yes,Own,,Single family home,,,Excellent,No,No,Not enough quality housing,,,Not at all important,Not at all important,Important,Important,Extremely important,Very important,Important,Slightly important,Extremely important,,,restaurants,Yes,5,3,1,4,2,6,,,,41-55,2,2,White or Caucasian,"$150,000-$199,999"
2021-09-29 11:19:51,2021-09-29 11:20:25,IP Address,174.243.114.48,24,33,False,2021-10-06 11:20:25,R_1kOGiBCf3Re5yZ9,,,,,,,anonymous,EN,Yes,More than 10 years,Unincorporated East Pottawattamie County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-29 18:26:09,2021-09-29 18:26:40,IP Address,174.242.224.138,24,30,False,2021-10-06 18:26:40,R_1mlni7zYM6RlwPT,,,,,,,anonymous,EN,Yes,6-10 years,Carson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-29 20:01:24,2021-09-29 20:06:41,IP Address,149.20.238.156,93,317,False,2021-10-06 20:06:42,R_OQ2SOuWiY5e5KHT,,,,,,,anonymous,EN,No,,,I own a home elsewhere,,"More and better jobs,Better community amenities (parks, community center, library, restaurants)",,"$100,000-$175,000",,,,,,,,,,Employment opportunities,,"Townhome,Condo,Single family home",Extremely important,Extremely important,Extremely important,Extremely important,Slightly important,Important,Extremely important,Not at all important,Extremely important,,,"Parks, restaurants, shopping",Yes,4,5,2,3,1,6,,"More high paying jobs ",Female,26 - 40,2,2,,
2021-09-30 05:01:31,2021-09-30 05:06:57,IP Address,198.211.135.193,76,326,False,2021-10-07 05:07:04,R_3MmX3jW9WRkpB5d,,,,,,,anonymous,EN,Yes,More than 10 years,Oakland,,,,Not interested in a different home,"$100,000-$175,000",Yes,Own,,Single family home,,"$900-$1,199",Fair,No,Yes,Not enough affordable housing,,Assisted Living Complex,Extremely important,Extremely important,Important,,Important,Important,Extremely important,Important,Extremely important,,,"Restaurant grocery store ",No,5,2,4,1,3,6,,,,,,,,
2021-10-07 09:41:12,2021-10-07 09:44:52,IP Address,174.198.73.209,62,220,False,2021-10-14 09:44:55,R_3ml64l4A46QEHXK,,,,,,,anonymous,EN,Yes,1-5 years,Avoca,,,,Not interested in a different home,,Yes,Own,,Single family home,,"$900-$1,199",Excellent,Yes,Yes,Employment opportunities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-24 09:39:24,2021-10-24 09:50:55,IP Address,173.215.87.157,100,690,True,2021-10-24 09:50:56,R_2zI82jNb2WhEJQd,,,,,41.311798095703125,-95.3834991455078125,anonymous,EN,Yes,More than 10 years,Oakland,,,,,"$175,000-$250,000",No,Own,,Single family home,,"$900-$1,199",Excellent,Yes,Yes,Not enough quality housing,,"Independent Living Complex,Assisted Living Complex",Extremely important,Extremely important,Important,Not at all important,Slightly important,Important,Important,Important,Extremely important,,maintenance requirement on all housing . slum lords and the trash houses decreases prices on homeowners that take care of their exteriors.,"are a plus... diners...gas..parks..walking trails would be nice. Indoor community center...exercise..pool etc. example would be Harlan IA ",No,4,1,2,3,5,6,,"Fine slum lords. The low income families shouldn't have to live in what these people are offering and getting government incentives for. ",Female,41-55,2,1,White or Caucasian,"$100,000-$149,999"
2021-11-28 00:45:58,2021-11-28 00:55:50,IP Address,174.213.161.72,100,592,True,2021-11-28 00:55:51,R_DPgDQrcanjGJOW5,,,,,44.9833984375,-93.26219940185546875,anonymous,EN,Yes,1-5 years,Walnut,,,,Would be interested in renting,"Less than $100,000",Retired,Rent,,Single family home,,$500-$699,Poor,Yes,No,Not enough affordable housing,,"Duplex,Townhome,Condo,Apartment,Single family home",Not at all important,,Not at all important,,Very important,Not at all important,Extremely important,Slightly important,Important,Very important,,Dog freindly park and a grociery store,No,1,5,3,4,2,6,,Simplify the application process...the process now is ridiculous and down right invasive ....there is no reason they need all the personal information that they ask for,Male,56-70,1,0,White or Caucasian,"$19,999 or less"
